鄉鎮市區,交易標的,建物型態,主要用途,建物移轉總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,有無管理組織,總價元,單價元平方公尺,車位類別,電梯,公設比,屋齡,豪宅,面積大小,移轉層次_數字,總樓層數_數字,移轉層次_級距
大安區,房地(土地+建物),住宅大樓(11層含以上有電梯),住家用,223.98,4,2,2,1,60150000,268551,無車位,1,0.1422,44.62465753,0,大,19,19,十六到二十層
大安區,房地(土地+建物),華廈(10層含以下有電梯),住家用,168.97,4,2,2,0,46000000,272238,無車位,1,0.0494,40.57808219,0,大,4,7,一到五層
萬華區,房地(土地+建物)+車位,住宅大樓(11層含以上有電梯),住家用,179.7,3,2,2,1,35880000,217087,坡道機械,1,0.3966,8.150684932,0,大,4,21,一到五層
南港區,房地(土地+建物),華廈(10層含以下有電梯),住家用,59.6,1,1,1,1,21000000,352349,無車位,1,0.354,10.13424658,0,小,9,9,六到十層
南港區,房地(土地+建物),公寓(5樓含以下無電梯),工業用,102.64,3,2,1,0,10500000,102299,無車位,0,0,45.37808219,0,中,3,4,一到五層
松山區,房地(土地+建物),住宅大樓(11層含以上有電梯),住家用,54.69,1,1,1,1,21000000,383982,無車位,1,0.3619,1.095890411,0,小,6,12,六到十層
大安區,房地(土地+建物)+車位,住宅大樓(11層含以上有電梯),住家用,49,1,1,1,1,15580000,317959,其他,1,0.529,15.24931507,0,小,5,14,一到五層
中山區,房地(土地+建物),住宅大樓(11層含以上有電梯),住家用,77.84,2,1,1,1,22340000,286999,無車位,1,0.286,16.24931507,0,中,6,11,六到十層
文山區,房地(土地+建物)+車位,住宅大樓(11層含以上有電梯),住家用,131.35,2,2,1,1,25100000,248134,坡道平面,1,0.5146,15.83835616,0,中,11,15,十一到十五層
大同區,房地(土地+建物)+車位,住宅大樓(11層含以上有電梯),住家用,128.63,2,1,1,1,29100000,266234,塔式車位,1,0.5144,2.37260274,0,中,10,13,六到十層
士林區,房地(土地+建物)+車位,透天厝,其他,255.56,3,3,3,1,31500000,123259,坡道平面,0,0.1046,25.23561644,0,大,2.9615,4,全
大安區,房地(土地+建物),住宅大樓(11層含以上有電梯),住家用,96.77,2,2,2,1,32000000,330715,無車位,1,0.1532,37.96438356,0,中,8,14,六到十層
北投區,房地(土地+建物),華廈(10層含以下有電梯),住家用,37.71,1,1,1,1,5500000,145850,無車位,1,0.2259,39.38082192,0,小,5,7,一到五層
內湖區,房地(土地+建物)+車位,住宅大樓(11層含以上有電梯),住家用,265.31,3,2,2,1,50000000,230279,坡道平面,1,0.5018,10.70958904,0,大,5,14,一到五層
內湖區,房地(土地+建物)+車位,住宅大樓(11層含以上有電梯),住家用,187.46,4,2,2,1,42000000,276069,坡道平面,1,0.386,24.72054795,0,大,3,14,一到五層
內湖區,房地(土地+建物)+車位,住宅大樓(11層含以上有電梯),辦公用,213.23,2,2,2,1,48500000,286194,坡道平面,1,0.5084,7.865753425,0,大,10,15,六到十層
文山區,房地(土地+建物),公寓(5樓含以下無電梯),商業用,115.99,3,3,2,0,28000000,241400,無車位,0,0.1208,34.04109589,0,中,1,5,一到五層
大同區,房地(土地+建物)+車位,住宅大樓(11層含以上有電梯),住家用,112.13,2,1,1,1,29000000,258628,升降機械,1,0.3947,9.479452055,0,中,8,13,六到十層
松山區,房地(土地+建物)+車位,住宅大樓(11層含以上有電梯),住家用,318.7,0,0,0,1,162890000,568742,坡道平面,1,0.4281,4.279452055,1,大,10,23,六到十層
信義區,房地(土地+建物),公寓(5樓含以下無電梯),住家用,95.94,4,2,3,0,22600000,235564,無車位,0,0,49.06027397,0,中,4,4,一到五層
文山區,房地(土地+建物)+車位,住宅大樓(11層含以上有電梯),住家用,164.79,3,2,2,1,41650000,272102,坡道平面,1,0.3926,11.28219178,0,中,9,15,六到十層
松山區,房地(土地+建物),公寓(5樓含以下無電梯),住家用,71.74,3,2,1,0,19010000,264985,無車位,0,0,53.38356164,0,中,3,4,一到五層
大安區,房地(土地+建物),華廈(10層含以下有電梯),住家用,154.35,6,4,2,0,46220000,299449,無車位,1,0.1173,47.57260274,0,中,4,7,一到五層
文山區,房地(土地+建物),公寓(5樓含以下無電梯),住家用,105.65,3,2,2,0,18100000,171320,無車位,0,0,45.13150685,0,中,2,5,一到五層
大同區,房地(土地+建物),住宅大樓(11層含以上有電梯),住家用,187.53,4,2,2,1,52860000,281875,無車位,1,0.3303,6.443835616,0,大,12,12,十一到十五層
信義區,房地(土地+建物),住宅大樓(11層含以上有電梯),商業用,69.46,0,0,0,1,17500000,251944,無車位,1,0.3507,30.73424658,0,中,3,28,一到五層
北投區,房地(土地+建物)+車位,住宅大樓(11層含以上有電梯),辦公用,76.83,1,1,1,1,13500000,221462,升降機械,1,0.4968,17.83287671,0,中,7,13,六到十層
萬華區,房地(土地+建物),住宅大樓(11層含以上有電梯),住家用,42.02,1,1,1,1,6800000,161828,無車位,1,0.1863,46.60273973,0,小,6,12,六到十層
中山區,房地(土地+建物),華廈(10層含以下有電梯),商業用,327.15,3,2,1,1,57400000,175455,無車位,1,0.2197,29.72876712,0,大,2,5,一到五層
信義區,房地(土地+建物),華廈(10層含以下有電梯),住家用,33.46,2,1,1,1,10300000,307830,無車位,1,0.2609,25.79452055,0,小,1,9,一到五層
大安區,房地(土地+建物),華廈(10層含以下有電梯),商業用,57.45,0,0,0,0,5500000,95735,無車位,1,0,33.22191781,0,小,-1,7,地下層
大安區,房地(土地+建物),住宅大樓(11層含以上有電梯),住家用,96.77,3,2,2,1,31680000,327408,無車位,1,0.1532,37.82739726,0,中,10,14,六到十層
松山區,房地(土地+建物),公寓(5樓含以下無電梯),住家用,93.3,3,2,2,0,23700000,254019,無車位,0,0,51.02739726,0,中,1,4,一到五層
萬華區,房地(土地+建物),華廈(10層含以下有電梯),住家用,118.23,3,2,2,1,20500000,173391,無車位,1,0.2439,23.9369863,0,中,5,7,一到五層
中山區,房地(土地+建物),公寓(5樓含以下無電梯),住家用,135.59,3,2,2,0,29380000,216683,無車位,0,0,53.89589041,0,中,3,4,一到五層
內湖區,房地(土地+建物),華廈(10層含以下有電梯),住家用,129.43,3,2,2,1,28000000,216333,無車位,1,0.3583,26.82191781,0,中,3,7,一到五層
松山區,房地(土地+建物),華廈(10層含以下有電梯),住家用,133.23,3,2,2,1,33800000,253697,無車位,1,0.0242,44.28219178,0,中,5,7,一到五層
士林區,房地(土地+建物),華廈(10層含以下有電梯),住家用,59.52,1,1,1,1,11880000,199597,無車位,1,0.4919,2.509589041,0,小,2,7,一到五層
士林區,房地(土地+建物)+車位,華廈(10層含以下有電梯),住家用,160.01,2,2,1,1,32009800,200049,升降機械,1,0.5198,2.509589041,0,中,2,7,一到五層
萬華區,房地(土地+建物),公寓(5樓含以下無電梯),商業用,79.32,4,2,1,0,20000000,252143,無車位,0,0,46.14520548,0,中,1,4,一到五層
大同區,房地(土地+建物),公寓(5樓含以下無電梯),住家用,55.18,2,2,1,0,12580000,227981,無車位,0,0,46.71232877,0,小,3,4,一到五層
內湖區,房地(土地+建物)+車位,華廈(10層含以下有電梯),工業用,505.7,5,1,0,1,61850000,133973,坡道平面,1,0.3875,22.3260274,0,大,5,5,一到五層
中山區,房地(土地+建物),住宅大樓(11層含以上有電梯),商業用,64.46,2,2,2,1,14800000,229600,無車位,1,0.1827,41.22191781,0,小,5,12,一到五層
信義區,房地(土地+建物),住宅大樓(11層含以上有電梯),商業用,82.23,2,2,1,1,19800000,240817,無車位,1,0.2313,34.15616438,0,中,4,12,一到五層
大安區,房地(土地+建物),公寓(5樓含以下無電梯),住家用,68.36,2,2,1,0,25080000,366881,無車位,0,0,52.66575342,0,中,1,4,一到五層
大安區,房地(土地+建物),住宅大樓(11層含以上有電梯),住商用,57.69,2,1,1,1,20290000,351707,無車位,1,0.1902,44.77808219,0,小,10,14,六到十層
松山區,房地(土地+建物),住宅大樓(11層含以上有電梯),住家用,36.13,1,1,1,1,10600000,293385,無車位,1,0.1782,34.11232877,0,小,19,19,十六到二十層
萬華區,房地(土地+建物),公寓(5樓含以下無電梯),商業用,70.29,4,2,1,0,14250000,202732,無車位,0,0,51.42739726,0,中,1,4,一到五層
中山區,房地(土地+建物),華廈(10層含以下有電梯),商業用,56.41,2,2,1,1,12240000,216983,無車位,1,0.2014,34.33972603,0,小,4,9,一到五層
中山區,房地(土地+建物)+車位,華廈(10層含以下有電梯),辦公用,89.14,2,2,1,1,25380000,284721,坡道機械,1,0.474,8.421917808,0,中,8,9,六到十層
北投區,房地(土地+建物)+車位,華廈(10層含以下有電梯),住家用,164.89,3,2,2,1,26500000,199750,坡道平面,1,0.4539,16.61369863,0,中,7,7,六到十層
北投區,房地(土地+建物)+車位,華廈(10層含以下有電梯),住家用,215.1,3,4,2,1,20750000,126957,坡道平面,1,0.0731,42.36986301,0,大,7,7,六到十層
北投區,房地(土地+建物),華廈(10層含以下有電梯),住家用,134,3,1,2,1,15000000,111940,無車位,1,0.1432,42.36986301,0,中,7,7,六到十層
士林區,房地(土地+建物)+車位,華廈(10層含以下有電梯),住家用,118.09,2,1,1,1,23800000,264423,塔式車位,1,0.6225,8.323287671,0,中,3,7,一到五層
士林區,房地(土地+建物),華廈(10層含以下有電梯),住家用,104.58,2,2,2,0,27500000,262957,無車位,1,0.3198,27.93150685,0,中,1,5,一到五層
士林區,房地(土地+建物),華廈(10層含以下有電梯),住家用,113.34,3,2,2,0,30500000,269102,無車位,1,0.1769,34.83013699,0,中,9,10,六到十層
文山區,房地(土地+建物)+車位,華廈(10層含以下有電梯),住家用,142.63,4,2,2,1,18800000,162350,坡道平面,1,0.3862,24.97808219,0,中,1,3,一到五層
中正區,房地(土地+建物)+車位,住宅大樓(11層含以上有電梯),住家用,176.91,3,2,2,1,31800000,243629,坡道機械,1,0.536,17.05479452,0,大,14,15,十一到十五層
中正區,房地(土地+建物),華廈(10層含以下有電梯),商業用,60.29,1,1,1,1,19880000,329740,無車位,1,0.3646,3.676712329,0,小,2,8,一到五層
內湖區,房地(土地+建物)+車位,華廈(10層含以下有電梯),住家用,113.94,2,2,1,1,25700000,225557,坡道平面,1,0.5523,14.40547945,0,中,6,7,六到十層
士林區,房地(土地+建物)+車位,華廈(10層含以下有電梯),住家用,208.63,3,2,2,1,47700000,228634,升降平面,1,0.4582,15.13972603,0,大,5,8,一到五層
士林區,房地(土地+建物)+車位,住宅大樓(11層含以上有電梯),住家用,246.31,3,2,2,1,57000000,274060,坡道平面,1,0.4921,19.85205479,0,大,5,12,一到五層
中山區,房地(土地+建物),住宅大樓(11層含以上有電梯),商業用,57.94,2,0,0,1,8660000,149465,無車位,1,0.2616,39.50684932,0,小,8,13,六到十層
大同區,房地(土地+建物)+車位,住宅大樓(11層含以上有電梯),住家用,178.45,3,2,2,1,42330000,283105,坡道平面,1,0.4953,0.824657534,0,大,4,12,一到五層
中山區,房地(土地+建物),住宅大樓(11層含以上有電梯),住家用,126.51,0,1,1,1,23580000,186388,無車位,1,0.0823,44.87123288,0,中,11,12,十一到十五層
中山區,房地(土地+建物)+車位,住宅大樓(11層含以上有電梯),住家用,270.69,3,2,2,1,73880000,377815,坡道平面,1,0.5485,5.893150685,0,大,14,16,十一到十五層
信義區,房地(土地+建物),住宅大樓(11層含以上有電梯),其他,108.34,2,2,2,1,30500000,281521,無車位,1,0.1393,41.96986301,0,中,3,12,一到五層
士林區,房地(土地+建物)+車位,公寓(5樓含以下無電梯),住家用,88.93,3,2,2,0,27380000,307883,一樓平面,0,0,41.91232877,0,中,1,5,一到五層
士林區,房地(土地+建物)+車位,住宅大樓(11層含以上有電梯),住家用,407.72,3,2,3,1,88000000,289547,坡道平面,1,0.5539,9.975342466,1,大,5,15,一到五層
大安區,建物,華廈(10層含以下有電梯),商業用,140.39,3,2,2,1,11180000,79635,無車位,1,0.3116,24.61917808,0,中,3,8,一到五層
松山區,房地(土地+建物)+車位,住宅大樓(11層含以上有電梯),住家用,132.13,2,2,2,1,36900000,279270,坡道平面,1,0.2544,22.04657534,0,中,7,18,六到十層
中正區,房地(土地+建物),公寓(5樓含以下無電梯),住家用,90.55,3,2,1,0,20000000,220872,無車位,0,0.09,40.43287671,0,中,3,4,一到五層
中正區,房地(土地+建物),公寓(5樓含以下無電梯),住家用,128.74,4,2,2,0,27500000,213609,無車位,0,0,47.85205479,0,中,4,5,一到五層
中正區,房地(土地+建物)+車位,住宅大樓(11層含以上有電梯),住家用,258.95,0,0,0,1,73600000,320478,坡道平面,1,0.4007,4.657534247,0,大,12,22,十一到十五層
中正區,房地(土地+建物)+車位,住宅大樓(11層含以上有電梯),住家用,135.55,3,2,2,1,46000000,349341,其他,1,0.3691,13.70410959,0,中,7,13,六到十層
中山區,房地(土地+建物),華廈(10層含以下有電梯),商業用,44.91,2,1,1,1,11000000,244934,無車位,1,0.2158,27.54520548,0,小,8,10,六到十層
內湖區,房地(土地+建物),住宅大樓(11層含以上有電梯),住家用,147.79,3,2,2,1,29660000,200690,無車位,1,0.3279,28.69589041,0,中,15,16,十一到十五層
內湖區,房地(土地+建物)+車位,華廈(10層含以下有電梯),住家用,159.7,3,2,2,1,33680000,210895,坡道平面,1,0.4857,17.1890411,0,中,8,10,六到十層
內湖區,房地(土地+建物),華廈(10層含以下有電梯),住家用,147.2,3,2,2,0,26800000,182065,無車位,1,0.184,33.13150685,0,中,5,7,一到五層
內湖區,房地(土地+建物),住宅大樓(11層含以上有電梯),住家用,64.49,2,2,1,1,13900000,215537,無車位,1,0.1512,30.31232877,0,小,8,11,六到十層
松山區,房地(土地+建物),住宅大樓(11層含以上有電梯),住家用,145.53,4,2,2,1,45000000,309215,無車位,1,0.1076,38.61643836,0,中,4,12,一到五層
北投區,房地(土地+建物)+車位,住宅大樓(11層含以上有電梯),住家用,191.05,3,2,2,1,44680000,282941,坡道平面,1,0.4095,6.334246575,0,大,13,13,十一到十五層
內湖區,房地(土地+建物)+車位,住宅大樓(11層含以上有電梯),住家用,169.53,3,2,2,1,36000000,212352,坡道平面,1,0.3657,28.33424658,0,大,13,16,十一到十五層
內湖區,房地(土地+建物)+車位,住宅大樓(11層含以上有電梯),住家用,148.25,3,2,2,1,34800000,265064,坡道機械,1,0.3238,24.20273973,0,中,12,14,十一到十五層
松山區,房地(土地+建物),住宅大樓(11層含以上有電梯),住家用,162.63,3,2,2,1,31600000,194306,無車位,1,0,52.20821918,0,中,4,12,一到五層
信義區,房地(土地+建物)+車位,住宅大樓(11層含以上有電梯),住家用,140.31,2,2,1,1,41800000,356147,坡道平面,1,0.4943,2.939726027,0,中,14,20,十一到十五層
信義區,房地(土地+建物),華廈(10層含以下有電梯),住家用,56.72,1,1,1,1,17500000,308533,無車位,1,0.4781,6.336986301,0,小,4,8,一到五層
中山區,房地(土地+建物),透天厝,住家用,913.15,10,4,7,0,390000000,427093,無車位,0,0,55.02191781,0,大,2.9615,4,全
士林區,房地(土地+建物),公寓(5樓含以下無電梯),住家用,75.86,2,1,1,0,18180000,239652,無車位,0,0,52.04383562,0,中,4,4,一到五層
萬華區,房地(土地+建物),住宅大樓(11層含以上有電梯),住家用,59.91,2,1,1,1,14600000,243699,無車位,1,0.3387,8.408219178,0,小,7,14,六到十層
中山區,房地(土地+建物),華廈(10層含以下有電梯),住家用,31.7,0,1,1,0,6700000,211356,無車位,1,0.153,42.33150685,0,小,5,6,一到五層
中山區,房地(土地+建物),華廈(10層含以下有電梯),商業用,42.29,1,1,1,1,15500000,366517,無車位,1,0.4519,19.26575342,0,小,4,8,一到五層
文山區,房地(土地+建物)+車位,住宅大樓(11層含以上有電梯),住家用,190.81,3,2,2,1,37380000,195902,坡道平面,1,0.3957,13.40821918,0,大,7,14,六到十層
萬華區,房地(土地+建物),住宅大樓(11層含以上有電梯),住家用,183.32,3,2,2,1,38000000,207288,無車位,1,0.3882,11.69589041,0,大,7,14,六到十層
信義區,房地(土地+建物)+車位,住宅大樓(11層含以上有電梯),住家用,86.8,1,0,1,1,18700000,310215,坡道平面,1,0.6012,14.74794521,0,中,7,19,六到十層
大安區,房地(土地+建物),華廈(10層含以下有電梯),住家用,133.01,3,1,1,0,35680000,268251,無車位,1,0.1111,46.0739726,0,中,2,7,一到五層
信義區,房地(土地+建物),住宅大樓(11層含以上有電梯),住家用,103.92,3,2,1,1,25720000,247498,無車位,1,0.2252,40.57534247,0,中,12,12,十一到十五層
萬華區,房地(土地+建物),公寓(5樓含以下無電梯),住家用,99.51,3,1,1,0,15700000,157773,無車位,0,0,51.19452055,0,中,2,4,一到五層
大同區,房地(土地+建物),華廈(10層含以下有電梯),住家用,130.88,7,2,4,0,18280000,139670,無車位,1,0.0259,42.20821918,0,中,7,7,六到十層
中山區,房地(土地+建物),華廈(10層含以下有電梯),商業用,45.24,3,1,1,1,14160000,312997,無車位,1,0.2228,39.36164384,0,小,3,7,一到五層
中山區,房地(土地+建物)+車位,住宅大樓(11層含以上有電梯),住家用,86.28,1,2,1,1,23960000,275199,坡道機械,1,0.4285,8.446575342,0,中,3,14,一到五層
中山區,房地(土地+建物)+車位,住宅大樓(11層含以上有電梯),辦公用,96.92,2,1,1,1,19300000,199133,升降機械,1,0.5808,8.317808219,0,中,3,14,一到五層
松山區,房地(土地+建物),公寓(5樓含以下無電梯),住家用,81.07,4,2,1,0,20450000,252251,無車位,0,0,55.74246575,0,中,2,4,一到五層
信義區,房地(土地+建物),公寓(5樓含以下無電梯),住家用,89.95,0,1,2,0,30000000,333519,無車位,0,0,45.32876712,0,中,1,5,一到五層
北投區,房地(土地+建物)+車位,住宅大樓(11層含以上有電梯),住家用,265.86,4,2,2,1,51800000,243505,坡道機械,1,0.4287,16.36712329,0,大,12,15,十一到十五層
大安區,建物,華廈(10層含以下有電梯),其他,27.29,0,0,0,0,379310,13899,無車位,1,0.1788,44.90684932,0,小,-1,7,地下層
中正區,房地(土地+建物),公寓(5樓含以下無電梯),住家用,125.77,3,2,3,0,32880000,261430,無車位,0,0.318,40.39726027,0,中,1,5,一到五層
大同區,房地(土地+建物),公寓(5樓含以下無電梯),住家用,69.85,2,2,2,0,11800000,168933,無車位,0,0.0833,41.16712329,0,中,5,5,一到五層
南港區,房地(土地+建物),住宅大樓(11層含以上有電梯),住家用,133.2,2,2,1,1,26080000,195796,無車位,1,0.3944,25.83835616,0,中,9,14,六到十層
松山區,房地(土地+建物),公寓(5樓含以下無電梯),住家用,119.27,4,2,2,0,24900000,208770,無車位,0,0,43.62191781,0,中,4,5,一到五層
士林區,房地(土地+建物)+車位,華廈(10層含以下有電梯),住家用,153.19,3,2,1,1,26700000,174293,升降平面,1,0.5081,10.17534247,0,中,4,7,一到五層
文山區,房地(土地+建物),公寓(5樓含以下無電梯),住家用,96.49,5,2,2,0,20400000,211421,無車位,0,0,51.56712329,0,中,1,4,一到五層
文山區,房地(土地+建物),公寓(5樓含以下無電梯),住家用,93.36,3,2,1,0,13000000,139246,無車位,0,0,41.47671233,0,中,5,5,一到五層
內湖區,房地(土地+建物)+車位,華廈(10層含以下有電梯),住家用,228.63,3,2,2,1,72800000,378033,坡道平面,1,0.4543,12.43561644,0,大,4,5,一到五層
中正區,建物,公寓(5樓含以下無電梯),住家用,93.85,3,2,1,0,6500000,69259,無車位,0,0,47.19452055,0,中,4,4,一到五層
大同區,房地(土地+建物)+車位,住宅大樓(11層含以上有電梯),住家用,146.13,2,2,1,1,35000000,282244,坡道機械,1,0.4948,0.84109589,0,中,2,12,一到五層
萬華區,房地(土地+建物),住宅大樓(11層含以上有電梯),住家用,46.08,2,1,1,1,10600000,230035,無車位,1,0,45,0,小,11,12,十一到十五層
中山區,房地(土地+建物)+車位,住宅大樓(11層含以上有電梯),住家用,841.62,6,2,5,1,185000000,263433,坡道平面,1,0.5245,11.23287671,1,大,16,16,十六到二十層
大安區,房地(土地+建物),住宅大樓(11層含以上有電梯),住家用,150.78,3,2,2,1,47380000,314233,無車位,1,0.1996,51.16164384,0,中,7,12,六到十層
大安區,房地(土地+建物),華廈(10層含以下有電梯),住家用,141.53,3,2,3,0,39850000,281566,無車位,1,0.1212,43.19726027,0,中,3,7,一到五層
松山區,房地(土地+建物),住宅大樓(11層含以上有電梯),商業用,371.89,7,1,0,1,92250000,248057,無車位,1,0.0918,32.64109589,0,大,12,15,十一到十五層
萬華區,房地(土地+建物),公寓(5樓含以下無電梯),住家用,109.89,2,2,1,0,13600000,123760,無車位,0,0,42.03561644,0,中,4,5,一到五層
中山區,房地(土地+建物),住宅大樓(11層含以上有電梯),住家用,69.86,2,2,1,1,20080000,287432,無車位,1,0.1622,41.07671233,0,中,6,14,六到十層
南港區,房地(土地+建物),公寓(5樓含以下無電梯),住家用,82.95,2,2,1,0,16000000,192887,無車位,0,0,47.78082192,0,中,2,4,一到五層
信義區,房地(土地+建物),公寓(5樓含以下無電梯),住家用,81.84,3,2,1,0,17300000,211388,無車位,0,0,46.99178082,0,中,3,4,一到五層
北投區,房地(土地+建物),住宅大樓(11層含以上有電梯),商業用,48.48,0,0,1,1,9360000,193069,無車位,1,0.3381,8.597260274,0,小,19,19,十六到二十層
文山區,房地(土地+建物)+車位,住宅大樓(11層含以上有電梯),住家用,203.47,4,2,2,1,35000000,199360,坡道平面,1,0.4382,21.0109589,0,大,11,17,十一到十五層
信義區,房地(土地+建物),公寓(5樓含以下無電梯),住家用,125.4,4,2,2,0,22400000,178628,無車位,0,0.0583,38.86027397,0,中,3,5,一到五層
松山區,房地(土地+建物),住宅大樓(11層含以上有電梯),住家用,174.83,3,2,2,1,33400000,191043,無車位,1,0.4071,24.63561644,0,大,11,11,十一到十五層
信義區,房地(土地+建物),華廈(10層含以下有電梯),住家用,80.38,2,2,1,1,19500000,242598,無車位,1,0.0899,34.53150685,0,中,7,7,六到十層
大安區,房地(土地+建物)+車位,住宅大樓(11層含以上有電梯),住家用,562.92,1,2,3,1,217500000,446108,坡道平面,1,0.4793,9.249315068,1,大,3,38,一到五層
大安區,房地(土地+建物),住宅大樓(11層含以上有電梯),住家用,62.48,2,2,1,1,18746000,300032,無車位,1,0.1657,39.20547945,0,小,11,12,十一到十五層
內湖區,房地(土地+建物),公寓(5樓含以下無電梯),住家用,107.32,5,0,5,0,24900000,232016,無車位,0,0,44.33972603,0,中,4,4,一到五層
松山區,房地(土地+建物),公寓(5樓含以下無電梯),住家用,99.6,3,2,2,0,22000000,220884,無車位,0,0,50.82465753,0,中,4,4,一到五層
信義區,房地(土地+建物)+車位,住宅大樓(11層含以上有電梯),住家用,241.4,3,2,2,1,81000000,463249,坡道平面,1,0.4676,10.89315068,1,大,7,11,六到十層
士林區,房地(土地+建物),公寓(5樓含以下無電梯),住家用,104.4,3,2,1,0,29000000,277778,無車位,0,0,45.42191781,0,中,1,4,一到五層
大安區,房地(土地+建物),住宅大樓(11層含以上有電梯),住家用,124.71,3,2,2,1,39500000,316735,無車位,1,0.1325,37.6,0,中,10,11,六到十層
中正區,房地(土地+建物)+車位,住宅大樓(11層含以上有電梯),住家用,275.46,4,2,3,1,77000000,313179,坡道平面,1,0.3708,20.19178082,0,大,10,28,六到十層
文山區,房地(土地+建物),公寓(5樓含以下無電梯),住家用,117.98,4,1,2,0,12000000,101712,無車位,0,0,49.52876712,0,中,3,4,一到五層
信義區,房地(土地+建物),公寓(5樓含以下無電梯),住家用,120.16,4,2,1,0,22500000,187250,無車位,0,0,49.56164384,0,中,4,4,一到五層
文山區,房地(土地+建物)+車位,華廈(10層含以下有電梯),住家用,268.47,4,2,2,1,48600000,216819,坡道平面,1,0.4778,6.068493151,0,大,2,5,一到五層
士林區,房地(土地+建物),華廈(10層含以下有電梯),住家用,184.46,5,2,3,1,34000000,184322,無車位,1,0.0407,47.38630137,0,大,6,7,六到十層
文山區,房地(土地+建物),公寓(5樓含以下無電梯),住家用,92.07,2,2,1,1,15580000,169219,無車位,0,0.0127,39.60821918,0,中,5,5,一到五層
內湖區,房地(土地+建物),公寓(5樓含以下無電梯),住家用,93.38,3,2,2,0,19800000,212037,無車位,0,0,45.78356164,0,中,3,4,一到五層
南港區,房地(土地+建物)+車位,住宅大樓(11層含以上有電梯),住家用,108.89,2,1,1,1,28800000,316494,坡道平面,1,0.5081,2.112328767,0,中,7,14,六到十層
士林區,房地(土地+建物),公寓(5樓含以下無電梯),住家用,153.35,4,2,2,0,17600000,114770,無車位,0,0,39.42465753,0,中,5,5,一到五層
中正區,房地(土地+建物),住宅大樓(11層含以上有電梯),住家用,69.47,1,1,1,1,30300000,436159,無車位,1,0.3684,5.684931507,0,中,11,14,十一到十五層
內湖區,房地(土地+建物)+車位,住宅大樓(11層含以上有電梯),住家用,164.05,3,2,2,1,25880000,184547,坡道平面,1,0.0919,41.02191781,0,中,13,14,十一到十五層
士林區,房地(土地+建物),公寓(5樓含以下無電梯),住家用,112.42,0,0,0,0,47000000,418075,無車位,0,0,56.29863014,0,中,1,4,一到五層
士林區,房地(土地+建物),公寓(5樓含以下無電梯),住家用,117.91,3,1,1,0,18700000,158596,無車位,0,0,56.29863014,0,中,2,4,一到五層
士林區,房地(土地+建物),公寓(5樓含以下無電梯),住家用,117.91,3,1,1,0,17000000,144178,無車位,0,0,56.29863014,0,中,3,4,一到五層
士林區,房地(土地+建物),公寓(5樓含以下無電梯),住家用,61.1,2,1,1,0,9300000,152209,無車位,0,0,56.29863014,0,小,4,4,一到五層
北投區,房地(土地+建物)+車位,華廈(10層含以下有電梯),住家用,111.3,2,2,1,1,17550000,219460,坡道平面,1,0.588,2.443835616,0,中,4,5,一到五層
大安區,房地(土地+建物),住宅大樓(11層含以上有電梯),商業用,155.3,3,2,1,1,41000000,264005,無車位,1,0.1529,36.89041096,0,中,2,12,一到五層
內湖區,房地(土地+建物),華廈(10層含以下有電梯),住家用,122.89,3,2,2,1,28520000,232077,無車位,1,0.3396,25.92054795,0,中,4,8,一到五層
信義區,房地(土地+建物),公寓(5樓含以下無電梯),住家用,60.32,2,2,1,0,14200000,235411,無車位,0,0,50.06849315,0,小,2,4,一到五層
松山區,房地(土地+建物),公寓(5樓含以下無電梯),住家用,99.27,4,2,2,0,23080000,232497,無車位,0,0,48.82465753,0,中,1,4,一到五層
大安區,房地(土地+建物)+車位,住宅大樓(11層含以上有電梯),住家用,194.45,3,2,2,1,47280000,284932,坡道平面,1,0.1327,42.39178082,0,大,9,12,六到十層
大安區,房地(土地+建物),華廈(10層含以下有電梯),住家用,185.92,4,2,2,0,50680000,272590,無車位,1,0,47.90958904,0,大,6,7,六到十層
大安區,房地(土地+建物),住宅大樓(11層含以上有電梯),住家用,100.75,2,2,1,1,26880000,266825,無車位,1,0.2067,38.8630137,0,中,3,19,一到五層
文山區,房地(土地+建物),公寓(5樓含以下無電梯),住家用,97.16,3,2,2,0,25300000,260395,無車位,0,0,48.84657534,0,中,1,4,一到五層
大同區,房地(土地+建物),住宅大樓(11層含以上有電梯),住家用,120.76,2,2,2,1,28500000,236005,無車位,1,0.3708,13.38082192,0,中,7,11,六到十層
士林區,房地(土地+建物)+車位,華廈(10層含以下有電梯),住家用,167.89,2,2,2,1,21900000,130443,坡道平面,1,0.4856,27.65205479,0,大,5,10,一到五層
內湖區,房地(土地+建物),公寓(5樓含以下無電梯),住家用,93.95,3,2,1,0,17000000,180947,無車位,0,0.1004,40.9260274,0,中,5,5,一到五層
北投區,房地(土地+建物),公寓(5樓含以下無電梯),住家用,59.9,2,2,1,0,11000000,183639,無車位,0,0,47.87671233,0,小,3,4,一到五層
內湖區,房地(土地+建物)+車位,住宅大樓(11層含以上有電梯),商業用,175.58,2,2,2,1,32200000,213485,坡道平面,1,0.4811,14.76986301,0,大,2,11,一到五層
內湖區,房地(土地+建物)+車位,華廈(10層含以下有電梯),住家用,231,4,2,2,1,42000000,181818,坡道平面,1,0.5216,24.04657534,0,大,1,9,一到五層
