鄉鎮市區,交易標的,建物型態,主要用途,建物移轉總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,有無管理組織,總價元,單價元平方公尺,車位類別,電梯,公設比,屋齡,豪宅,面積大小,移轉層次_數字,總樓層數_數字,移轉層次_級距
文山區,房地(土地+建物),公寓(5樓含以下無電梯),住家用,87.95,4,3,2,0,15090000,171575,無車位,0,0,52.76712329,0,中,4,4,一到五層
文山區,房地(土地+建物),華廈(10層含以下有電梯),商業用,97.48,0,0,0,1,18020000,184858,無車位,1,0.1047,30.68219178,0,中,1,6,一到五層
文山區,房地(土地+建物),公寓(5樓含以下無電梯),住家用,104.46,3,2,1,0,19380000,185526,無車位,0,0,50.26849315,0,中,3,4,一到五層
文山區,房地(土地+建物),住宅大樓(11層含以上有電梯),住家用,43.19,1,1,1,1,9350000,216485,無車位,1,0.3133,20.84109589,0,小,14,14,十一到十五層
萬華區,房地(土地+建物)+車位,住宅大樓(11層含以上有電梯),住家用,209.65,4,2,2,1,47600000,227045,坡道平面,1,0.3885,12.06027397,0,大,12,14,十一到十五層
中正區,房地(土地+建物),住宅大樓(11層含以上有電梯),住家用,59.69,1,1,1,1,30500000,510973,無車位,1,0.3684,6.038356164,0,小,13,14,十一到十五層
萬華區,房地(土地+建物),住宅大樓(11層含以上有電梯),住家用,73.64,1,1,1,1,18600000,252614,無車位,1,0.3394,8.326027397,0,中,9,26,六到十層
大同區,房地(土地+建物)+車位,住宅大樓(11層含以上有電梯),住家用,214.18,2,2,2,1,60000000,336410,坡道平面,1,0.4143,16.47123288,0,大,7,15,六到十層
萬華區,房地(土地+建物),公寓(5樓含以下無電梯),住家用,36.98,1,1,1,1,6620000,179016,無車位,0,0,55.95342466,0,小,3,5,一到五層
中山區,房地(土地+建物),住宅大樓(11層含以上有電梯),商業用,52.77,0,1,1,1,17000000,322153,無車位,1,0.3193,16.1260274,0,小,10,11,六到十層
內湖區,房地(土地+建物),透天厝,其他,261.69,6,2,4,0,49800000,190294,無車位,0,0.0185,25.01917808,0,大,2.9615,5,全
內湖區,房地(土地+建物),公寓(5樓含以下無電梯),住家用,36.47,1,1,1,0,11800000,323554,無車位,0,0,34.10410959,0,小,1,3,一到五層
中山區,房地(土地+建物),住宅大樓(11層含以上有電梯),住家用,84.7,3,2,1,1,25600000,302243,無車位,1,0.1553,38.12054795,0,中,4,15,一到五層
內湖區,房地(土地+建物),華廈(10層含以下有電梯),住家用,33.07,1,1,1,1,9300000,281222,無車位,1,0.1279,26.64657534,0,小,8,8,六到十層
內湖區,房地(土地+建物),華廈(10層含以下有電梯),住家用,47.05,1,1,1,1,11900000,252922,無車位,1,0.3826,30.6109589,0,小,6,9,六到十層
中山區,房地(土地+建物),華廈(10層含以下有電梯),商業用,24.8,0,1,1,1,8880000,358065,無車位,1,0.2605,44.3890411,0,小,1,7,一到五層
中山區,房地(土地+建物)+車位,住宅大樓(11層含以上有電梯),商業用,88.49,1,1,1,1,22980000,324667,坡道平面,1,0.3751,18.05479452,0,中,14,14,十一到十五層
內湖區,房地(土地+建物),公寓(5樓含以下無電梯),商業用,119.02,5,5,4,0,26300000,220971,無車位,0,0.0499,38.56986301,0,中,1,5,一到五層
內湖區,房地(土地+建物),公寓(5樓含以下無電梯),住家用,115.52,3,2,2,0,17200000,148892,無車位,0,0.0747,39.34794521,0,中,3,5,一到五層
中山區,房地(土地+建物),住宅大樓(11層含以上有電梯),商業用,34.41,1,1,1,1,10500000,305144,無車位,1,0.3586,26.6739726,0,小,6,12,六到十層
中山區,房地(土地+建物)+車位,住宅大樓(11層含以上有電梯),住家用,50.88,1,1,1,1,14500000,330368,升降機械,1,0.4597,16.78356164,0,小,12,12,十一到十五層
中山區,房地(土地+建物),華廈(10層含以下有電梯),商業用,63.1,2,2,1,1,14025000,222266,無車位,1,0.2528,33.37260274,0,小,5,9,一到五層
南港區,房地(土地+建物),公寓(5樓含以下無電梯),住家用,100.82,3,2,2,1,14000000,138861,無車位,0,0.107,39.72054795,0,中,3,5,一到五層
南港區,房地(土地+建物),華廈(10層含以下有電梯),住家用,95.03,3,2,2,1,32880000,345996,無車位,1,0.2994,19.33424658,0,中,6,9,六到十層
松山區,房地(土地+建物),住宅大樓(11層含以上有電梯),商業用,92.52,0,1,1,1,15550000,168072,無車位,1,0.5173,35.91506849,0,中,2,12,一到五層
南港區,房地(土地+建物),公寓(5樓含以下無電梯),其他,118.56,4,2,2,0,16000000,134953,無車位,0,0,42.99178082,0,中,3,4,一到五層
信義區,房地(土地+建物),公寓(5樓含以下無電梯),住家用,108.77,3,2,2,0,19650000,180656,無車位,0,0.1774,38.25205479,0,中,3,5,一到五層
南港區,房地(土地+建物)+車位,住宅大樓(11層含以上有電梯),住家用,121.38,2,2,1,1,32680000,269237,坡道機械,1,0.4744,14.33424658,0,中,4,15,一到五層
南港區,房地(土地+建物),公寓(5樓含以下無電梯),住家用,107.37,4,0,4,0,16800000,156468,無車位,0,0.0916,38.45205479,0,中,4,5,一到五層
士林區,房地(土地+建物)+車位,華廈(10層含以下有電梯),住家用,127.47,2,2,2,1,24500000,192202,坡道平面,1,0.0774,47.98082192,0,中,2,7,一到五層
士林區,房地(土地+建物)+車位,住宅大樓(11層含以上有電梯),住家用,217.04,2,2,2,1,42000000,222868,升降平面,1,0.4941,9.947945205,0,大,2,13,一到五層
士林區,房地(土地+建物)+車位,住宅大樓(11層含以上有電梯),住家用,121.49,2,2,1,1,29600000,243662,坡道機械,1,0.4251,15.7369863,0,中,9,15,六到十層
士林區,房地(土地+建物),華廈(10層含以下有電梯),住家用,41.53,1,1,1,1,9380000,225861,無車位,1,0.2011,29.25205479,0,小,1,7,一到五層
士林區,房地(土地+建物)+車位,住宅大樓(11層含以上有電梯),住家用,344.96,0,0,0,1,106600000,400935,坡道平面,1,0.5479,0.320547945,1,大,8,17,六到十層
士林區,房地(土地+建物)+車位,住宅大樓(11層含以上有電梯),住家用,211.89,0,0,0,1,61170000,382394,坡道平面,1,0.5649,0.347945205,0,大,4,17,一到五層
北投區,房地(土地+建物)+車位,住宅大樓(11層含以上有電梯),商業用,88.77,0,1,1,1,12150000,186078,坡道平面,1,0.6137,8.906849315,0,中,14,19,十一到十五層
北投區,房地(土地+建物)+車位,住宅大樓(11層含以上有電梯),住家用,92.54,1,0,1,1,13000000,140480,坡道機械,1,0.5271,15.42191781,0,中,11,13,十一到十五層
北投區,房地(土地+建物),公寓(5樓含以下無電梯),住家用,86.83,3,2,1,0,9900000,114016,無車位,0,0,46.36986301,0,中,4,5,一到五層
大安區,房地(土地+建物),住宅大樓(11層含以上有電梯),住家用,46.25,2,1,1,1,18100000,391351,無車位,1,0.2,41.64109589,0,小,11,11,十一到十五層
文山區,房地(土地+建物),公寓(5樓含以下無電梯),住家用,91.37,3,1,3,0,12300000,134617,無車位,0,0.0896,41.57808219,0,中,5,5,一到五層
內湖區,房地(土地+建物),透天厝,住家用,193.14,8,2,3,0,96000000,497049,無車位,0,0,46.40273973,0,大,2.9615,2,全
中山區,房地(土地+建物),住宅大樓(11層含以上有電梯),商業用,39.6,0,0,0,1,6860000,173232,無車位,1,0.2525,43.26027397,0,小,7,12,六到十層
信義區,房地(土地+建物),公寓(5樓含以下無電梯),住家用,89.41,3,2,1,0,25250000,282407,無車位,0,0,49.3890411,0,中,1,4,一到五層
北投區,房地(土地+建物),住宅大樓(11層含以上有電梯),辦公用,46.58,1,1,2,1,16000000,343495,無車位,1,0.365,18.8109589,0,小,7,15,六到十層
北投區,房地(土地+建物),華廈(10層含以下有電梯),住家用,63.47,1,1,1,1,6800000,107137,無車位,1,0.1806,46.75890411,0,小,4,7,一到五層
北投區,房地(土地+建物),公寓(5樓含以下無電梯),住家用,83.21,2,2,1,0,15800000,189881,無車位,0,0.0203,45.82739726,0,中,2,5,一到五層
文山區,房地(土地+建物),公寓(5樓含以下無電梯),住家用,72.74,3,0,3,0,10400000,142975,無車位,0,0.1153,37.76164384,0,中,4,5,一到五層
文山區,房地(土地+建物)+車位,住宅大樓(11層含以上有電梯),住家用,218.61,4,2,2,1,44300000,236238,坡道平面,1,0.4756,7.178082192,0,大,3,29,一到五層
文山區,房地(土地+建物)+車位,住宅大樓(11層含以上有電梯),住家用,131.2,2,1,1,1,27680000,260145,坡道平面,1,0.5082,1.224657534,0,中,9,22,六到十層
萬華區,房地(土地+建物),住宅大樓(11層含以上有電梯),住家用,62.78,2,2,1,1,13000000,207072,無車位,1,0.2504,44.01369863,0,小,9,12,六到十層
大同區,房地(土地+建物),住宅大樓(11層含以上有電梯),商業用,39.26,1,1,1,1,8900000,226694,無車位,1,0.1055,47.16438356,0,小,5,11,一到五層
大同區,房地(土地+建物),華廈(10層含以下有電梯),住家用,67.14,1,1,1,1,17880000,266309,無車位,1,0.4237,3.860273973,0,中,6,7,六到十層
大同區,房地(土地+建物)+車位,住宅大樓(11層含以上有電梯),住家用,280.86,3,2,3,1,80000000,371690,坡道平面,1,0.5015,1.832876712,1,大,5,32,一到五層
中山區,房地(土地+建物)+車位,華廈(10層含以下有電梯),商業用,126.7,2,1,1,1,30200000,307106,坡道平面,1,0.5346,13.6109589,0,中,9,10,六到十層
中山區,房地(土地+建物),公寓(5樓含以下無電梯),住家用,64.22,2,3,1,0,16000000,249144,無車位,0,0,54.62191781,0,小,2,4,一到五層
中山區,房地(土地+建物),住宅大樓(11層含以上有電梯),住家用,59.11,1,1,1,1,17000000,287599,無車位,1,0.35,0.58630137,0,小,2,13,一到五層
內湖區,房地(土地+建物),公寓(5樓含以下無電梯),住家用,96.23,3,2,2,0,21700000,225501,無車位,0,0,47.42739726,0,中,1,4,一到五層
中山區,房地(土地+建物),住宅大樓(11層含以上有電梯),住家用,50.73,2,1,1,1,13600000,268086,無車位,1,0.3219,35.91232877,0,小,7,12,六到十層
中山區,房地(土地+建物),華廈(10層含以下有電梯),商業用,54.61,2,1,1,1,12300000,225233,無車位,1,0.2794,32.84383562,0,小,9,9,六到十層
中山區,房地(土地+建物),華廈(10層含以下有電梯),商業用,44.81,1,1,1,1,10600000,236554,無車位,1,0.4207,25.19178082,0,小,6,8,六到十層
中山區,房地(土地+建物)+車位,住宅大樓(11層含以上有電梯),住家用,232.01,3,2,2,1,66500000,326344,坡道平面,1,0.3996,2.589041096,0,大,11,13,十一到十五層
內湖區,房地(土地+建物)+車位,住宅大樓(11層含以上有電梯),商業用,162.47,1,1,2,1,27500000,195879,坡道平面,1,0.516,12.49863014,0,中,7,11,六到十層
中山區,房地(土地+建物),住宅大樓(11層含以上有電梯),住家用,49.95,1,1,1,1,17500000,350350,無車位,1,0.3329,13.8109589,0,小,7,18,六到十層
信義區,房地(土地+建物),公寓(5樓含以下無電梯),住家用,93.33,3,2,2,0,15100000,161791,無車位,0,0,42.43013699,0,中,2,5,一到五層
信義區,房地(土地+建物),住宅大樓(11層含以上有電梯),辦公用,38.3,1,1,2,1,18000000,469974,無車位,1,0.3979,19.14794521,0,小,4,11,一到五層
松山區,房地(土地+建物),住宅大樓(11層含以上有電梯),辦公用,56.28,0,1,1,1,19230000,341684,無車位,1,0.336,17.71780822,0,小,12,13,十一到十五層
信義區,房地(土地+建物),華廈(10層含以下有電梯),住家用,74.69,1,1,1,0,25500000,341411,無車位,1,0.3679,16.58630137,0,中,3,7,一到五層
信義區,房地(土地+建物),住宅大樓(11層含以上有電梯),其他,96.45,2,2,1,1,22760000,235977,無車位,1,0.1491,40.70684932,0,中,5,12,一到五層
松山區,房地(土地+建物),公寓(5樓含以下無電梯),住家用,98.56,3,2,1,0,28080000,284903,無車位,0,0,46.12054795,0,中,3,5,一到五層
信義區,房地(土地+建物),公寓(5樓含以下無電梯),住家用,73.36,3,2,2,0,13500000,184024,無車位,0,0,47.36438356,0,中,2,4,一到五層
北投區,房地(土地+建物),華廈(10層含以下有電梯),住家用,40.3,0,1,1,1,10880000,269975,無車位,1,0.3109,29.83561644,0,小,3,6,一到五層
士林區,房地(土地+建物)+車位,住宅大樓(11層含以上有電梯),住家用,198.8,3,2,2,1,46800000,235412,坡道平面,1,0.4063,24.49589041,0,大,11,13,十一到十五層
士林區,房地(土地+建物),公寓(5樓含以下無電梯),住家用,85.92,0,1,1,0,29400000,342179,無車位,0,0,52.60273973,0,中,1,4,一到五層
北投區,房地(土地+建物),住宅大樓(11層含以上有電梯),住家用,41.42,0,1,1,1,8200000,197972,無車位,1,0.4078,18.65205479,0,小,5,13,一到五層
北投區,房地(土地+建物),公寓(5樓含以下無電梯),住家用,110.6,3,2,2,0,15130000,136799,無車位,0,0.0726,39.92876712,0,中,3,5,一到五層
大安區,房地(土地+建物),華廈(10層含以下有電梯),住家用,136.67,3,2,2,1,42180000,308627,無車位,1,0.0537,40.05205479,0,中,6,7,六到十層
文山區,房地(土地+建物),住宅大樓(11層含以上有電梯),商業用,117.93,3,2,2,1,21600000,183160,無車位,1,0.0832,34.01917808,0,中,6,13,六到十層
內湖區,房地(土地+建物)+車位,華廈(10層含以下有電梯),工業用,291.97,3,1,0,1,45780000,156797,坡道平面,1,0.4424,25.75616438,0,大,3,10,一到五層
中山區,房地(土地+建物)+車位,住宅大樓(11層含以上有電梯),住家用,81.27,2,1,2,1,27700000,391351,其他,1,0.4814,0.660273973,0,中,13,15,十一到十五層
中山區,房地(土地+建物),住宅大樓(11層含以上有電梯),住家用,42.42,1,1,1,1,16720000,394154,無車位,1,0.3579,0.679452055,0,小,11,15,十一到十五層
中山區,房地(土地+建物),住宅大樓(11層含以上有電梯),住家用,42.42,1,1,1,1,16600000,391325,無車位,1,0.3579,0.684931507,0,小,9,15,六到十層
北投區,房地(土地+建物),公寓(5樓含以下無電梯),住家用,80.75,3,2,1,0,11900000,147368,無車位,0,0,48.17534247,0,中,4,4,一到五層
文山區,房地(土地+建物),透天厝,住家用,184.59,4,2,3,1,24500000,132727,無車位,0,0,37.28493151,0,大,2.9615,3,全
中正區,房地(土地+建物),公寓(5樓含以下無電梯),住家用,90.02,3,2,1,0,22600000,251055,無車位,0,0,54.35068493,0,中,2,5,一到五層
文山區,房地(土地+建物),華廈(10層含以下有電梯),住家用,34.24,0,2,1,1,7800000,227804,無車位,1,0.3616,17.96712329,0,小,5,5,一到五層
萬華區,房地(土地+建物),華廈(10層含以下有電梯),住家用,143.67,4,2,2,0,22500000,156609,無車位,1,0.1724,38.44109589,0,中,8,10,六到十層
大同區,房地(土地+建物),住宅大樓(11層含以上有電梯),住家用,42.49,1,0,1,1,15500000,364792,無車位,1,0.33,0.298630137,0,小,5,15,一到五層
萬華區,房地(土地+建物)+車位,住宅大樓(11層含以上有電梯),住家用,130.38,2,2,1,1,25500000,249133,坡道平面,1,0.4986,17.19726027,0,中,6,12,六到十層
萬華區,房地(土地+建物),住宅大樓(11層含以上有電梯),其他,60.23,1,1,1,1,12880000,213847,無車位,1,0.3409,21.5369863,0,小,7,13,六到十層
中正區,房地(土地+建物)+車位,住宅大樓(11層含以上有電梯),住家用,339.23,3,2,2,1,108600000,382728,坡道平面,1,0.4688,16.14794521,1,大,6,14,六到十層
中山區,房地(土地+建物),住宅大樓(11層含以上有電梯),商業用,77.57,0,0,0,1,17880000,230501,無車位,1,0.291,39.69589041,0,中,6,15,六到十層
內湖區,房地(土地+建物),住宅大樓(11層含以上有電梯),住家用,121.27,3,2,2,1,22820000,188175,無車位,1,0.1148,41.31780822,0,中,7,14,六到十層
內湖區,房地(土地+建物),住宅大樓(11層含以上有電梯),住家用,37.39,1,1,1,1,9880000,264242,無車位,1,0.1738,30.59726027,0,小,2,12,一到五層
中山區,房地(土地+建物),住宅大樓(11層含以上有電梯),住家用,54.78,1,1,1,1,15300000,279299,無車位,1,0.3154,19.66027397,0,小,8,14,六到十層
內湖區,房地(土地+建物)+車位,公寓(5樓含以下無電梯),住家用,140.11,2,2,2,0,24900000,177718,坡道平面,0,0.4117,25.98630137,0,中,2,3,一到五層
中山區,房地(土地+建物),住宅大樓(11層含以上有電梯),住家用,45.63,1,1,1,1,9160000,200745,無車位,1,0.2985,32.24931507,0,小,10,11,六到十層
松山區,房地(土地+建物),華廈(10層含以下有電梯),住家用,50.58,1,1,1,1,19300000,381574,無車位,1,0.3397,38.97534247,0,小,3,7,一到五層
信義區,房地(土地+建物),住宅大樓(11層含以上有電梯),商業用,15.44,1,0,1,1,4500000,291451,無車位,1,0.1464,35.39178082,0,小,5,11,一到五層
信義區,房地(土地+建物),公寓(5樓含以下無電梯),住家用,106.99,3,2,1,1,25050000,234134,無車位,0,0.0723,42.07945205,0,中,1,5,一到五層
信義區,房地(土地+建物)+車位,華廈(10層含以下有電梯),住家用,244.54,9,2,7,1,55450000,226752,其他,1,0.0955,34.34520548,0,大,6,7,六到十層
信義區,房地(土地+建物)+車位,住宅大樓(11層含以上有電梯),住家用,128.76,3,2,2,1,34500000,267920,升降機械,1,0.0615,33.53424658,0,中,11,12,十一到十五層
士林區,房地(土地+建物)+車位,住宅大樓(11層含以上有電梯),商業用,161.15,0,0,0,1,36900000,285714,坡道平面,1,0.5108,15.7890411,0,中,6,15,六到十層
士林區,房地(土地+建物),公寓(5樓含以下無電梯),住家用,109.58,3,2,2,0,24000000,219018,無車位,0,0,45.52876712,0,中,5,5,一到五層
北投區,房地(土地+建物),華廈(10層含以下有電梯),商業用,49.12,2,2,1,1,8360000,170195,無車位,1,0.2252,39.5890411,0,小,1,7,一到五層
士林區,房地(土地+建物),公寓(5樓含以下無電梯),住家用,75.55,2,2,1,0,10800000,142952,無車位,0,0.1163,45.9890411,0,中,2,4,一到五層
士林區,房地(土地+建物),透天厝,住家用,376.44,5,3,6,0,157000000,417065,無車位,0,0,52.10136986,0,大,2.9615,2,全
北投區,房地(土地+建物)+車位,透天厝,住家用,291.27,5,3,3,0,31500000,108147,其他,0,0,43.72054795,0,大,2.9615,2,全
北投區,房地(土地+建物),公寓(5樓含以下無電梯),住家用,134.28,3,2,2,0,28250000,210381,無車位,0,0.0486,35.4739726,0,中,3,5,一到五層
大安區,房地(土地+建物),公寓(5樓含以下無電梯),住家用,106.64,3,2,2,0,22000000,206302,無車位,0,0,46.63835616,0,中,4,5,一到五層
